It took 1.1185 seconds to compute the Mandelbrot set
It took 0.2712 seconds to dump the image to a file
         1255714 function calls (1235126 primitive calls) in 1.924 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1967(<genexpr>)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 traceback.py:997(TracebackException)
        1    0.000    0.000    0.000    0.000 colors.py:2445(CenteredNorm)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1310(MouseEvent)
        5    0.000    0.000    0.000    0.000 _linalg.py:201(_realType)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
       19    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
       12    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:422(major)
        1    0.000    0.000    0.000    0.000 Image.py:3915(Exif)
        1    0.000    0.000    0.000    0.000 transforms.py:1686(TransformWrapper)
       16    0.000    0.000    0.000    0.000 {method 'isblock' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 core.py:6742(MaskedConstant)
        1    0.000    0.000    0.000    0.000 cm.py:66(ColormapRegistry)
        1    0.000    0.000    0.000    0.000 collections.py:2198(_MeshData)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        2    0.000    0.000    0.000    0.000 transforms.py:982(intervaly)
       18    0.000    0.000    0.000    0.000 markers.py:374(get_snap_threshold)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3614(_round_dispatcher)
        1    0.000    0.000    0.000    0.000 extras.py:1814(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:166(basename)
        1    0.000    0.000    0.000    0.000 _cm.py:66(cubehelix)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:163(__getattr__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
       14    0.000    0.000    0.000    0.000 axis.py:713(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:463(_eval_type)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        2    0.000    0.000    0.000    0.000 traceback.py:293(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:2004(set_pickradius)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 getlimits.py:640(iinfo)
        1    0.000    0.000    0.000    0.000 inspect.py:1786(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:33(get_fig_manager)
       18    0.000    0.000    0.000    0.000 lines.py:916(get_drawstyle)
        7    0.000    0.000    0.000    0.000 enum.py:432(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:1308(append)
        1    0.000    0.000    0.000    0.000 colors.py:892(_set_extremes)
        1    0.000    0.000    0.000    0.000 transforms.py:1277(Transform)
        1    0.000    0.000    0.000    0.000 _base.py:204(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 core.py:3523(White)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:491(FigureManagerTk)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:160(__init__)
        1    0.000    0.000    0.000    0.000 image.py:740(set_interpolation_stage)
        1    0.000    0.000    0.000    0.000 axis3d.py:737(YAxis)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:405(buffer_rgba)
       20    0.000    0.000    0.000    0.000 axis.py:511(formatter)
       19    0.000    0.000    0.000    0.000 artist.py:594(get_url)
        7    0.000    0.000    0.000    0.000 _axes.py:49(_make_axes_method)
        1    0.000    0.000    0.000    0.000 ticker.py:160(_DummyAxis)
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        2    0.000    0.000    0.000    0.000 ticker.py:471(set_usetex)
        2    0.000    0.000    0.000    0.000 core.py:6843(__setattr__)
        1    0.000    0.000    0.000    0.000 artist.py:1032(_set_alpha_for_array)
        1    0.000    0.000    0.000    0.000 axis3d.py:745(ZAxis)
        1    0.000    0.000    0.000    0.000 __init__.py:2672(Grid)
       18    0.000    0.000    0.000    0.000 backend_agg.py:244(get_canvas_width_height)
       17    0.000    0.000    0.000    0.000 traceback.py:339(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:1434(_fixupChildren)
        3    0.000    0.000    0.000    0.000 cm.py:90(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:152(TimerTk)
       12    0.000    0.000    0.000    0.000 core.py:5844(postParse)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        1    0.000    0.000    0.000    0.000 cbook.py:2077(add)
        1    0.000    0.000    0.000    0.000 common.py:88(_generate_etree_functions)
       19    0.000    0.000    0.000    0.000 artist.py:846(get_alpha)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 six.py:164(_resolve)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
       15    0.000    0.000    0.000    0.000 results.py:460(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:1737(_simple_enum)
        6    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:656(RcParams)
        1    0.000    0.000    0.000    0.000 deprecation.py:348(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 core.py:5761(Combine)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        7    0.000    0.000    0.000    0.000 backend_bases.py:1732(<lambda>)
       18    0.000    0.000    0.000    0.000 markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 axis.py:2794(get_minpos)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 font.py:26(Font)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:416(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:584(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:54(__get__)
        2    0.000    0.000    0.000    0.000 scale.py:713(get_scale_names)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        2    0.000    0.000    0.000    0.000 _base.py:73(wrapper)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
       10    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2236(_clip_dispatcher)
        7    0.000    0.000    0.000    0.000 _linalg.py:187(isComplexType)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:67(GradientFile)
       24    0.000    0.000    0.000    0.000 artist.py:661(get_sketch_params)
        1    0.000    0.000    0.000    0.000 gridspec.py:216(_normalize)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 __init__.py:3482(Menu)
       18    0.000    0.000    0.000    0.000 markers.py:355(get_alt_path)
       12    0.000    0.000    0.000    0.000 dataclasses.py:288(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 scale.py:479(AsinhTransform)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:319(__init__)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 ImageFile.py:113(ImageFile)
        1    0.000    0.000    0.000    0.000 deprecation.py:237(__init__)
        5    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _exceptions.py:52(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        1    0.000    0.000    0.000    0.000 backend_tools.py:375(ToolGrid)
        1    0.000    0.000    0.000    0.000 image.py:1007(NonUniformImage)
        1    0.000    0.000    0.000    0.000 calendar.py:115(_localized_day)
        4    0.000    0.000    0.000    0.000 axis.py:1628(get_major_locator)
        1    0.000    0.000    0.000    0.000 __init__.py:371(Variable)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3270(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 widgets.py:1541(RadioButtons)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 Image.py:3740(register_save_all)
        1    0.000    0.000    0.000    0.000 transforms.py:952(y0)
        2    0.000    0.000    0.000    0.000 cycler.py:283(__len__)
        1    0.000    0.000    0.000    0.000 simpledialog.py:31(SimpleDialog)
        2    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:262(_ctypes)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:641(ndindex)
        1    0.000    0.000    0.000    0.000 __init__.py:1343(__init__)
        2    0.000    0.000    0.000    0.000 ticker.py:536(set_useLocale)
       18    0.000    0.000    0.000    0.000 text.py:816(get_color)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 polar.py:514(_ThetaShift)
        1    0.000    0.000    0.000    0.000 colors.py:1003(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 transforms.py:237(__array__)
        2    0.000    0.000    0.000    0.000 results.py:441(__getattr__)
        1    0.000    0.000    0.000    0.000 spines.py:529(Spines)
        3    0.000    0.000    0.000    0.000 figure.py:83(as_list)
       18    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:34(MachArLike)
        3    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        2    0.000    0.000    0.000    0.000 rcsetup.py:873(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 transforms.py:947(x0)
        1    0.000    0.000    0.000    0.000 __init__.py:174(EventType)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:108(nd_grid)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:189(BezierSegment)
        1    0.000    0.000    0.000    0.000 extras.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 colorizer.py:506(_ScalarMappable)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3569(Show)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        2    0.000    0.000    0.000    0.000 rcsetup.py:626(_validate_minor_tick_ndivs)
        1    0.000    0.000    0.000    0.000 ticker.py:1768(FixedLocator)
        6    0.000    0.000    0.000    0.000 results.py:266(__len__)
       18    0.000    0.000    0.000    0.000 backend_bases.py:734(get_antialiased)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(Node)
        1    0.000    0.000    0.000    0.000 image.py:765(set_resample)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
       18    0.000    0.000    0.000    0.000 lines.py:624(get_markevery)
       18    0.000    0.000    0.000    0.000 backend_bases.py:586(flipy)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(keys)
        2    0.000    0.000    0.000    0.000 transforms.py:2422(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:69(_restore_foreground_window_at_end)
        1    0.000    0.000    0.000    0.000 __init__.py:1338(Manager)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imagingtk.tkinit}
